customer_id,name,usage_drop_pct,sentiment_score,ticket_volume_last_30d,last_ticket_sentiment,nps_score,contract_value,renewal_date
C-255,Arcadia Labs Pro,8,0.65,1,positive,57,204000,2025-11-18
C-256,Nexus Wave Pro,37,-0.62,11,very_negative,8,58000,2025-02-21
C-257,Stellar Labs Pro,11,0.21,3,neutral,32,145000,2025-08-03
C-258,Quantum Edge Pro,4,0.66,1,positive,58,222000,2025-12-26
C-259,Horizon Systems Pro,21,-0.39,7,negative,21,75000,2025-04-29
C-260,Velocity Nexus,9,0.29,3,neutral,38,129000,2025-06-17
C-261,Titan Digital Pro,31,-0.52,9,negative,14,64000,2025-03-21
C-262,Phoenix Labs Ultra,5,0.47,2,positive,48,171000,2025-09-12
C-263,Cascade Systems Pro,14,-0.29,4,negative,27,82000,2025-05-29
C-264,Apex Tech Pro,7,0.59,2,positive,54,198000,2025-11-04
C-265,Prism Labs Pro,15,0.14,4,neutral,31,126000,2025-06-23
C-266,Eclipse Tech Pro,34,-0.57,10,negative,11,59000,2025-02-28
C-267,Momentum Systems Pro,3,0.70,1,positive,59,228000,2025-12-20
C-268,Synergy Labs Pro,18,-0.35,6,negative,24,77000,2025-05-10
C-269,Vertex Digital Pro,8,0.63,2,positive,56,193000,2025-10-01
C-270,Nova Tech Pro,12,0.18,4,neutral,33,139000,2025-07-17
C-271,Summit Systems Pro,29,-0.49,9,negative,16,67000,2025-04-03
C-272,Catalyst Digital Pro,6,0.52,2,positive,50,180000,2025-10-26
C-273,Meridian Labs Pro,15,-0.31,5,negative,26,80000,2025-06-04
C-274,Atlas Digital Pro,4,0.68,1,positive,58,214000,2025-12-08
C-275,Ignition Tech Pro,22,-0.41,7,negative,20,89000,2025-04-17
C-276,Nexus Analytics Ultra,10,0.23,3,neutral,35,133000,2025-07-12
C-277,Quantum Pulse,40,-0.68,13,very_negative,6,55000,2025-02-09
C-278,Velocity Pulse,5,0.45,1,positive,47,169000,2025-08-30
C-279,Enigma Digital Ultra,19,-0.36,6,negative,23,73000,2025-05-13
C-280,Polaris Digital Pro,7,0.55,2,positive,52,185000,2025-10-15
C-281,Fusion Systems Pro,32,-0.54,10,negative,13,62000,2025-03-09
C-282,Infinite Digital Pro,13,0.16,4,neutral,34,142000,2025-07-30
C-283,Beacon Labs Pro,6,0.50,2,positive,49,176000,2025-09-21
C-284,Cypher Digital Pro,16,-0.32,5,negative,25,78000,2025-05-26
C-285,Omega Systems Pro,9,0.27,3,neutral,37,135000,2025-07-08
C-286,Genesis Systems Pro,3,0.73,0,positive,60,239000,2025-12-28
C-287,Vortex Labs Ultra,27,-0.47,8,negative,17,71000,2025-04-12
C-288,Pioneer Digital Pro,6,0.53,2,positive,51,189000,2025-10-31
C-289,Zenon Labs Pro,12,-0.26,4,neutral,29,86000,2025-06-07
C-290,Arcadia Systems Ultra,8,0.64,1,positive,57,205000,2025-11-20
C-291,Nexus Core,36,-0.60,11,very_negative,9,59000,2025-02-23
C-292,Stellar Digital Pro,11,0.20,3,neutral,32,146000,2025-08-05
C-293,Quantum Core Pro,4,0.67,1,positive,58,223000,2025-12-28
C-294,Horizon Digital Ultra,20,-0.38,6,negative,22,76000,2025-05-01
C-295,Velocity Core,9,0.28,3,neutral,38,130000,2025-06-19
C-296,Titan Labs Pro,30,-0.51,9,negative,15,65000,2025-03-23
C-297,Phoenix Systems Ultra,5,0.48,2,positive,48,172000,2025-09-14
C-298,Cascade Digital Ultra,13,-0.28,4,negative,28,83000,2025-05-31
C-299,Apex Systems Pro,7,0.58,2,positive,54,199000,2025-11-06
C-300,Prism Digital Pro,15,0.13,4,neutral,30,127000,2025-06-25
C-301,Eclipse Labs Ultra,33,-0.56,10,negative,12,60000,2025-03-02
C-302,Momentum Digital Pro,3,0.69,1,positive,59,229000,2025-12-22
C-303,Synergy Systems Ultra,17,-0.34,5,negative,25,78000,2025-05-12
C-304,Vertex Labs Pro,8,0.62,2,positive,56,194000,2025-10-03
C-305,Nova Labs Pro,12,0.19,4,neutral,33,140000,2025-07-19
C-306,Summit Digital Ultra,28,-0.48,9,negative,17,68000,2025-04-05
C-307,Catalyst Labs Ultra,6,0.51,2,positive,50,181000,2025-10-28
C-308,Meridian Systems Ultra,14,-0.30,4,negative,27,81000,2025-06-06
C-309,Atlas Labs Ultra,4,0.67,1,positive,58,215000,2025-12-10
C-310,Ignition Labs Ultra,21,-0.40,7,negative,21,90000,2025-04-19
C-311,Nexus Pulse,10,0.24,3,neutral,36,134000,2025-07-14
C-312,Quantum Zen,39,-0.66,12,very_negative,7,56000,2025-02-11
C-313,Velocity Zen,5,0.46,1,positive,47,170000,2025-09-01
C-314,Enigma Tech Ultra,18,-0.35,6,negative,24,74000,2025-05-15
C-315,Polaris Tech Ultra,7,0.56,2,positive,52,186000,2025-10-17
C-316,Fusion Digital Pro,31,-0.53,9,negative,14,63000,2025-03-11
C-317,Infinite Tech Ultra,13,0.17,4,neutral,34,143000,2025-08-01
C-318,Beacon Systems Ultra,6,0.49,2,positive,49,177000,2025-09-23
C-319,Cypher Labs Ultra,15,-0.31,5,negative,26,79000,2025-05-28
C-320,Omega Digital Pro,9,0.26,3,neutral,37,136000,2025-07-10
C-321,Genesis Tech Ultra,2,0.74,0,positive,60,247000,2026-01-09
C-322,Vortex Systems Ultra,26,-0.46,8,negative,18,72000,2025-04-14
C-323,Pioneer Systems Ultra,6,0.54,2,positive,51,190000,2025-11-02
C-324,Zenon Systems Ultra,11,-0.25,3,neutral,30,87000,2025-06-09
C-325,Arcadia Digital Ultra,8,0.65,1,positive,57,206000,2025-11-22
C-326,Nexus Zen,35,-0.59,11,very_negative,10,60000,2025-02-25
C-327,Stellar Tech Ultra,11,0.21,3,neutral,32,147000,2025-08-07
C-328,Quantum Matrix,4,0.66,1,positive,58,224000,2025-12-30
C-329,Horizon Labs Ultra,19,-0.37,6,negative,23,77000,2025-05-03
C-330,Velocity Matrix,9,0.29,3,neutral,38,131000,2025-06-21
C-331,Titan Systems Ultra,29,-0.50,9,negative,16,66000,2025-03-25
C-332,Phoenix Digital Ultra,5,0.47,2,positive,48,173000,2025-09-16
C-333,Cascade Tech Pro,12,-0.27,4,neutral,29,84000,2025-06-02
C-334,Apex Digital Ultra,7,0.59,2,positive,54,200000,2025-11-08
C-335,Prism Systems Ultra,15,0.14,4,neutral,31,128000,2025-06-27
C-336,Eclipse Systems Ultra,32,-0.55,10,negative,13,61000,2025-03-04
C-337,Momentum Tech Ultra,3,0.70,1,positive,59,230000,2025-12-24
C-338,Synergy Digital Ultra,16,-0.33,5,negative,26,79000,2025-05-14
C-339,Vertex Tech Ultra,8,0.63,2,positive,56,195000,2025-10-05
C-340,Nova Systems Ultra,12,0.18,4,neutral,33,141000,2025-07-21
C-341,Summit Tech Ultra,27,-0.47,8,negative,18,69000,2025-04-07
C-342,Catalyst Systems Ultra,6,0.52,2,positive,50,182000,2025-10-30
C-343,Meridian Digital Ultra,13,-0.29,4,negative,28,82000,2025-06-08
C-344,Atlas Systems Ultra,4,0.68,1,positive,58,216000,2025-12-12
C-345,Ignition Systems Ultra,20,-0.39,7,negative,22,91000,2025-04-21
C-346,Nexus Matrix,10,0.23,3,neutral,35,135000,2025-07-16
C-347,Quantum Apex,38,-0.64,12,very_negative,8,57000,2025-02-13
C-348,Velocity Apex,5,0.45,1,positive,47,171000,2025-09-03
C-349,Enigma Labs Ultra,17,-0.34,5,negative,25,75000,2025-05-17
C-350,Polaris Labs Ultra,7,0.55,2,positive,52,187000,2025-10-19
C-351,Fusion Tech Ultra,30,-0.52,9,negative,15,64000,2025-03-13
C-352,Infinite Labs Ultra,13,0.16,4,neutral,34,144000,2025-08-03
C-353,Beacon Digital Ultra,6,0.50,2,positive,49,178000,2025-09-25
C-354,Cypher Systems Ultra,14,-0.30,4,negative,27,80000,2025-05-30
C-355,Omega Tech Pro,9,0.27,3,neutral,37,137000,2025-07-12
C-356,Genesis Labs Ultra,3,0.73,0,positive,60,241000,2026-01-01
C-357,Vortex Digital Ultra,25,-0.45,8,negative,19,73000,2025-04-16
C-358,Pioneer Tech Ultra,6,0.53,2,positive,51,191000,2025-11-04
C-359,Zenon Digital Ultra,10,-0.24,3,neutral,31,88000,2025-06-11
C-360,Arcadia Labs Ultra,8,0.64,1,positive,57,207000,2025-11-24
C-361,Nexus Apex,34,-0.57,10,negative,11,61000,2025-02-27
C-362,Stellar Systems Ultra,11,0.20,3,neutral,32,148000,2025-08-09
C-363,Quantum Flux,4,0.67,1,positive,58,225000,2026-01-01
C-364,Horizon Tech Ultra,18,-0.36,6,negative,24,78000,2025-05-05
C-365,Velocity Flux,9,0.28,3,neutral,38,132000,2025-06-23
C-366,Titan Digital Ultra,28,-0.49,9,negative,17,67000,2025-03-27
C-367,Phoenix Labs Mega,5,0.48,2,positive,48,174000,2025-09-18
C-368,Cascade Labs Ultra,11,-0.26,3,neutral,30,85000,2025-06-04
C-369,Apex Labs Ultra,7,0.58,2,positive,54,201000,2025-11-10
C-370,Prism Tech Ultra,15,0.13,4,neutral,30,129000,2025-06-29
C-371,Eclipse Digital Ultra,31,-0.54,10,negative,14,62000,2025-03-06
C-372,Momentum Labs Ultra,3,0.69,1,positive,59,231000,2025-12-26
C-373,Synergy Tech Ultra,15,-0.32,5,negative,27,80000,2025-05-16
C-374,Vertex Systems Ultra,8,0.62,2,positive,56,196000,2025-10-07
C-375,Nova Digital Ultra,12,0.19,4,neutral,33,142000,2025-07-23
C-376,Summit Labs Ultra,26,-0.46,8,negative,19,70000,2025-04-09
C-377,Catalyst Digital Ultra,6,0.51,2,positive,50,183000,2025-11-01
C-378,Meridian Tech Ultra,12,-0.28,4,neutral,29,83000,2025-06-10
C-379,Atlas Digital Ultra,4,0.67,1,positive,58,217000,2025-12-14
C-380,Ignition Digital Ultra,19,-0.38,6,negative,23,92000,2025-04-23
C-381,Nexus Flux,10,0.24,3,neutral,36,136000,2025-07-18
C-382,Quantum Infinity,37,-0.62,11,very_negative,9,58000,2025-02-15
C-383,Velocity Infinity,5,0.46,1,positive,47,172000,2025-09-05
C-384,Enigma Systems Ultra,16,-0.33,5,negative,26,76000,2025-05-19
C-385,Polaris Systems Ultra,7,0.56,2,positive,52,188000,2025-10-21
C-386,Fusion Labs Ultra,29,-0.51,9,negative,16,65000,2025-03-15
C-387,Infinite Systems Ultra,13,0.17,4,neutral,34,145000,2025-08-05
C-388,Beacon Tech Ultra,6,0.49,2,positive,49,179000,2025-09-27
C-389,Cypher Digital Ultra,13,-0.29,4,negative,28,81000,2025-06-01
C-390,Omega Labs Ultra,9,0.26,3,neutral,37,138000,2025-07-14
C-391,Genesis Systems Ultra,2,0.74,0,positive,60,249000,2026-01-11
C-392,Vortex Tech Ultra,24,-0.44,7,negative,20,74000,2025-04-18
C-393,Pioneer Labs Ultra,6,0.54,2,positive,51,192000,2025-11-06
C-394,Zenon Tech Ultra,9,-0.23,3,neutral,32,89000,2025-06-13
C-395,Arcadia Systems Mega,8,0.65,1,positive,57,208000,2025-11-26
C-396,Nexus Infinity,33,-0.56,10,negative,12,62000,2025-03-01
C-397,Stellar Labs Ultra,11,0.21,3,neutral,32,149000,2025-08-11
C-398,Quantum Synergy,4,0.66,1,positive,58,226000,2026-01-03
C-399,Horizon Systems Ultra,17,-0.35,5,negative,25,79000,2025-05-07
C-400,Velocity Synergy,9,0.29,3,neutral,38,133000,2025-06-25
C-401,Titan Tech Ultra,27,-0.48,8,negative,18,68000,2025-03-29
C-402,Phoenix Systems Mega,5,0.47,2,positive,48,175000,2025-09-20
C-403,Cascade Systems Ultra,10,-0.25,3,neutral,31,86000,2025-06-06
C-404,Apex Systems Ultra,7,0.59,2,positive,54,202000,2025-11-12
C-405,Prism Labs Ultra,15,0.14,4,neutral,31,130000,2025-07-01
C-406,Eclipse Tech Ultra,30,-0.53,9,negative,15,63000,2025-03-08
C-407,Momentum Systems Ultra,3,0.70,1,positive,59,232000,2025-12-28
C-408,Synergy Labs Ultra,14,-0.31,4,negative,28,81000,2025-05-18
C-409,Vertex Digital Ultra,8,0.63,2,positive,56,197000,2025-10-09
C-410,Nova Tech Ultra,12,0.18,4,neutral,33,143000,2025-07-25
C-411,Summit Systems Ultra,25,-0.45,8,negative,20,71000,2025-04-11
C-412,Catalyst Labs Mega,6,0.52,2,positive,50,184000,2025-11-03
C-413,Meridian Labs Ultra,11,-0.27,3,neutral,30,84000,2025-06-12
C-414,Atlas Labs Mega,4,0.68,1,positive,58,218000,2025-12-16
C-415,Ignition Tech Ultra,18,-0.37,6,negative,24,93000,2025-04-25
C-416,Nexus Synergy,10,0.23,3,neutral,35,137000,2025-07-20
C-417,Quantum Horizon,36,-0.60,11,very_negative,10,59000,2025-02-17
C-418,Velocity Horizon,5,0.45,1,positive,47,173000,2025-09-07
C-419,Enigma Digital Mega,15,-0.32,5,negative,27,77000,2025-05-21
C-420,Polaris Digital Ultra,7,0.55,2,positive,52,189000,2025-10-23
C-421,Fusion Systems Ultra,28,-0.50,9,negative,17,66000,2025-03-17
C-422,Infinite Digital Ultra,13,0.16,4,neutral,34,146000,2025-08-07
C-423,Beacon Labs Ultra,6,0.50,2,positive,49,180000,2025-09-29
C-424,Cypher Tech Ultra,12,-0.28,4,neutral,29,82000,2025-06-03
C-425,Omega Systems Ultra,9,0.27,3,neutral,37,139000,2025-07-16
C-426,Genesis Digital Mega,3,0.73,0,positive,60,243000,2026-01-05
C-427,Vortex Labs Mega,23,-0.43,7,negative,21,75000,2025-04-20
C-428,Pioneer Systems Mega,6,0.53,2,positive,51,193000,2025-11-08
C-429,Zenon Labs Ultra,8,-0.22,2,neutral,33,90000,2025-06-15
C-430,Arcadia Digital Mega,8,0.64,1,positive,57,209000,2025-11-28
C-431,Nexus Horizon,32,-0.55,10,negative,13,63000,2025-03-03
C-432,Stellar Digital Ultra,11,0.20,3,neutral,32,150000,2025-08-13
C-433,Quantum Catalyst,4,0.67,1,positive,58,227000,2026-01-05
C-434,Horizon Labs Mega,16,-0.34,5,negative,26,80000,2025-05-09
C-435,Velocity Catalyst,9,0.28,3,neutral,38,134000,2025-06-27
C-436,Titan Labs Ultra,26,-0.47,8,negative,19,69000,2025-03-31
C-437,Phoenix Digital Mega,5,0.48,2,positive,48,176000,2025-09-22
C-438,Cascade Digital Mega,9,-0.24,3,neutral,32,87000,2025-06-08
C-439,Apex Digital Mega,7,0.58,2,positive,54,203000,2025-11-14
C-440,Prism Systems Mega,15,0.13,4,neutral,30,131000,2025-07-03
C-441,Eclipse Labs Mega,29,-0.52,9,negative,16,64000,2025-03-10
C-442,Momentum Digital Ultra,3,0.69,1,positive,59,233000,2025-12-30
C-443,Synergy Systems Mega,13,-0.30,4,negative,29,82000,2025-05-20
C-444,Vertex Labs Ultra,8,0.62,2,positive,56,198000,2025-10-11
C-445,Nova Labs Ultra,12,0.19,4,neutral,33,144000,2025-07-27
C-446,Summit Digital Mega,24,-0.44,7,negative,21,72000,2025-04-13
C-447,Catalyst Systems Mega,6,0.51,2,positive,50,185000,2025-11-05
C-448,Meridian Systems Mega,10,-0.26,3,neutral,31,85000,2025-06-14
C-449,Atlas Systems Mega,4,0.67,1,positive,58,219000,2025-12-18
C-450,Ignition Labs Mega,17,-0.36,5,negative,25,94000,2025-04-27
C-451,Nexus Catalyst,10,0.24,3,neutral,36,138000,2025-07-22
C-452,Quantum Phoenix,35,-0.59,11,very_negative,11,60000,2025-02-19
C-453,Velocity Phoenix,5,0.46,1,positive,47,174000,2025-09-09
C-454,Enigma Tech Mega,14,-0.31,4,negative,28,78000,2025-05-23
C-455,Polaris Tech Mega,7,0.56,2,positive,52,190000,2025-10-25
C-456,Fusion Digital Ultra,27,-0.49,8,negative,18,67000,2025-03-19
C-457,Infinite Tech Mega,13,0.17,4,neutral,34,147000,2025-08-09
C-458,Beacon Systems Mega,6,0.49,2,positive,49,181000,2025-10-01
C-459,Cypher Labs Mega,11,-0.27,3,neutral,30,83000,2025-06-05
C-460,Omega Digital Ultra,9,0.26,3,neutral,37,140000,2025-07-18
C-461,Genesis Tech Mega,2,0.74,0,positive,60,251000,2026-01-13
C-462,Vortex Systems Mega,22,-0.42,7,negative,22,76000,2025-04-22
C-463,Pioneer Digital Mega,6,0.54,2,positive,51,194000,2025-11-10
C-464,Zenon Systems Mega,7,-0.21,2,neutral,34,91000,2025-06-17
C-465,Arcadia Labs Mega,8,0.65,1,positive,57,210000,2025-11-30
C-466,Nexus Phoenix,31,-0.54,9,negative,14,64000,2025-03-05
C-467,Stellar Tech Mega,11,0.21,3,neutral,32,151000,2025-08-15
C-468,Quantum Summit,4,0.66,1,positive,58,228000,2026-01-07
C-469,Horizon Digital Mega,15,-0.33,5,negative,27,81000,2025-05-11
C-470,Velocity Summit,9,0.29,3,neutral,38,135000,2025-06-29
C-471,Titan Systems Mega,25,-0.46,8,negative,20,70000,2025-04-02
C-472,Phoenix Tech Mega,5,0.47,2,positive,48,177000,2025-09-24
C-473,Cascade Tech Ultra,8,-0.23,2,neutral,33,88000,2025-06-10
C-474,Apex Tech Mega,7,0.59,2,positive,54,204000,2025-11-16
C-475,Prism Digital Mega,15,0.14,4,neutral,31,132000,2025-07-05
C-476,Eclipse Systems Mega,28,-0.51,9,negative,17,65000,2025-03-12
C-477,Momentum Tech Mega,3,0.70,1,positive,59,234000,2026-01-01
C-478,Synergy Digital Mega,12,-0.29,4,neutral,30,83000,2025-05-22
C-479,Vertex Systems Mega,8,0.63,2,positive,56,199000,2025-10-13
C-480,Nova Systems Mega,12,0.18,4,neutral,33,145000,2025-07-29
C-481,Summit Tech Mega,23,-0.43,7,negative,22,73000,2025-04-15
C-482,Catalyst Digital Mega,6,0.52,2,positive,50,186000,2025-11-07
C-483,Meridian Digital Mega,9,-0.25,3,neutral,32,86000,2025-06-16
C-484,Atlas Digital Mega,4,0.68,1,positive,58,220000,2025-12-20
C-485,Ignition Systems Mega,16,-0.35,5,negative,26,95000,2025-04-29
C-486,Nexus Summit,10,0.23,3,neutral,35,139000,2025-07-24
C-487,Quantum Velocity,34,-0.57,10,negative,12,61000,2025-02-21
C-488,Velocity Quantum,5,0.45,1,positive,47,175000,2025-09-11
C-489,Enigma Labs Mega,13,-0.30,4,negative,29,79000,2025-05-25
C-490,Polaris Labs Mega,7,0.55,2,positive,52,191000,2025-10-27
C-491,Fusion Tech Mega,26,-0.48,8,negative,19,68000,2025-03-21
C-492,Infinite Labs Mega,13,0.16,4,neutral,34,148000,2025-08-11
C-493,Beacon Digital Mega,6,0.50,2,positive,49,182000,2025-10-03
C-494,Cypher Systems Mega,10,-0.26,3,neutral,31,84000,2025-06-07
C-495,Omega Tech Ultra,9,0.27,3,neutral,37,141000,2025-07-20
C-496,Genesis Labs Mega,3,0.73,0,positive,60,245000,2026-01-07
C-497,Vortex Digital Mega,21,-0.41,7,negative,23,77000,2025-04-24
C-498,Pioneer Tech Mega,6,0.53,2,positive,51,195000,2025-11-12
C-499,Zenon Digital Mega,6,-0.20,2,neutral,35,92000,2025-06-19
C-500,Arcadia Tech Mega,8,0.64,1,positive,57,211000,2025-12-02
